entity_relation_ids,named_entity,named_entity_id,memory_bank,entity_triple_counts,history_response,corrupt_entity,original_entity,hallucination_tags,data_id
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3272, 3272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",england,3272,"[[3272, 17970, 14405], [3272, 17970, 1762]]",{3272: 246},"Text to check:the english civil war happened in <ent>england</ent>, which is the country that uses the latin language, and windsor castle was represented in it.",[],['english civil war'],0,2233
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3509, 3509, 3509, 3509, 0, 0, 0]",tom werner,3509,"[[3509, 18020, 16569], [3509, 17813, 10881]]","{16084: 30, 3509: 5}",Text to check:television producer is the occupation of sarah silverman and <ent>tom werner</ent>.,[],[],0,2326
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17226, 17226, 17226, 17226, 17226, 0, 0, 0, 0, 0, 0, 0, 0]",roger birnbaum,17226,"[[17226, 17813, 10881], [17226, 17848, 13090]]","{7597: 30, 17226: 24}",Text to check:the name of the university that is the education place of neil simon and <ent>roger birnbaum</ent> is university of denver.,[],['university of denver'],0,3055
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10458, 10458, 0, 0, 0, 0, 0, 0, 0, 0, 0]",france,10458,"[[10458, 17811, 15521], [10458, 17935, 15585]]",{10458: 1334},Text to check:neuilly-sur-seine is a commune in <ent>france</ent> that is headed by a mayor.,[],['neuilly-sur-seine'],0,1507
"[0, 0, 0, 0, 0, 0, 5876, 5876, 5876, 5876, 5876, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",butch hartman,5876,"[[5876, 18034, 12977], [5876, 17815, 12977]]",{5876: 14},Text to check:<ent>butch hartman</ent> is the person that is the screenwriter of the fairly oddparents.,[],['butch hartman'],0,3393
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1282, 1282, 0, 0, 0]",toronto,1282,"[[1282, 17935, 5513], [1282, 17935, 192]]",{1282: 197},Text to check:the progressive conservative party of ontario has a political ideology of conservatism and its headquarters are located in <ent>toronto</ent>.,[],['progressive conservative party of ontario'],0,43
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9663, 9663, 9663, 9663, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",joe walsh,9663,"[[9663, 17848, 2274], [9663, 17956, 2262]]",{9663: 10},"Text to check:sofia coppola was attended by peter coyote and <ent>joe walsh</ent>, who was taught at lee strasberg theater and film institute.",['sofia coppola'],['grinnell college'],1,1099
"[0, 0, 0, 0, 0, 0, 12510, 12510, 12510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",influenza,12510,"[[12510, 17786, 98], [12510, 17786, 12895]]",{12510: 18},Text to check:<ent>influenza</ent> caused the death of george kennedy who is related to ice hockey.,[],['influenza'],0,1412
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13839, 13839, 13839, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",adelphi university,13839,"[[13839, 17848, 3645], [13839, 17811, 10881]]","{13832: 45, 13839: 5}",Text to check:jennifer hudson is educated at <ent>adelphi university</ent> and was born in north carolina.,['jennifer hudson'],['james garner'],1,794
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 206, 206, 206, 206, 0, 0, 0]",christopher lee,206,"[[206, 17785, 3827], [206, 17785, 992]]",{206: 49},Text to check:jesus of nazareth has the same director of photography as the three musketeers (with <ent>christopher lee</ent>).,[],['jesus of nazareth'],0,1148
"[0, 0, 0, 0, 0, 0, 6493, 6493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",german,6493,"[[6493, 18003, 8252], [6493, 18003, 6164]]",{6493: 347},Text to check:<ent>german</ent> democratic republic is the film that has renny harlin as a cast member and whose producer is joel silver.,['german democratic republic'],['the adventures of ford fairlane'],1,874
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6481, 6481, 6481, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neil young,6481,"[[6481, 18022, 16459], [6481, 18020, 16459]]","{9217: 21, 6481: 8}",Text to check:martin freeman is the screenwriter of the film that has a cast member named <ent>neil young</ent> (whose occupation is singer-songwriter).,['martin freeman'],['h. g. wells'],1,2211
"[0, 0, 0, 0, 0, 0, 8134, 8134, 8134, 8134, 8134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",mark knopfler,8134,"[[8134, 17955, 16224], [8134, 17773, 6520]]",{8134: 37},Text to check:<ent>mark knopfler</ent> is a member of the dire straits.,[],['mark knopfler'],0,1243
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6493, 6493, 0, 0, 0, 0]",german,6493,"[[6493, 17925, 14241], [6493, 17925, 16989]]","{1819: 197, 6493: 347}",Text to check:the feature film shot in new jersey is <ent>german</ent> army.,['german army'],"[""the sorcerer's apprentice""]",1,1485
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1086, 1086, 0, 0, 0]",chicago,1086,"[[1086, 17774, 6697], [1086, 17930, 7505]]","{11701: 13, 1086: 10}",Text to check:don siegel was born in <ent>chicago</ent>.,[],['chicago'],0,318
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14678, 14678, 14678, 14678, 14678, 14678, 0, 0, 0, 0, 0, 0, 0]",kris kristofferson,14678,"[[14678, 17785, 1652], [14678, 17848, 6851]]","{16182: 67, 14678: 37}",Text to check:outlaw country is the music genre in which willie nelson and <ent>kris kristofferson</ent> are a part of.,[],['outlaw country'],0,990
"[0, 0, 0, 0, 0, 0, 11520, 11520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",astoria,11520,"[[11520, 18020, 12652], [11520, 18020, 12586]]",{11520: 7},Text to check:<ent>astoria</ent> is a neighborhood in which gordon willis and patrick mcgoohan were both born.,[],['astoria'],0,3455
"[0, 0, 0, 0, 0, 0, 3323, 3323, 0, 0, 0, 0, 0, 0, 0, 0]",8 mile,3323,"[[3323, 17814, 10881], [3323, 17979, 4033]]",{3323: 20},Text to check:<ent>8 mile</ent> is composed by eminem.,[],['8 mile'],0,2566
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6795, 6795, 6795, 6795, 0, 0, 0]",george seaton,6795,"[[6795, 18020, 2353], [6795, 18058, 4388]]",{6795: 27},Text to check:south bend is the birthplace of <ent>george seaton</ent>.,[],['south bend'],0,1241
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13448, 13448, 13448, 13448, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",warner music group,13448,"[[13448, 18006, 8395], [13448, 18006, 5095]]","{1859: 9, 13448: 106}",Text to check:alaska is the name of the person who has the <ent>warner music group</ent> record label and also works as a television presenter.,[],['alaska'],0,2646
"[0, 0, 0, 0, 0, 0, 8997, 8997, 8997, 8997, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",steve martin,8997,"[[8997, 18058, 15438], [8997, 17979, 1338]]",{8997: 50},Text to check:<ent>steve martin</ent> is the screenwriter of the pink panther 2.,[],['steve martin'],0,3118
"[0, 0, 0, 0, 0, 0, 13840, 13840, 13840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13840, 13840, 13840, 0, 0, 0, 0, 0]",georgetown university,13840,"[[13840, 18009, 9965], [13840, 18009, 11410]]",{13840: 24},Text to check:<ent>georgetown university</ent> is the parent organization of the <ent>georgetown university</ent> law center.,[],['georgetown university law center'],0,1051
"[0, 0, 0, 0, 0, 0, 12132, 12132, 12132, 12132, 12132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",jason reitman,12132,"[[12132, 17831, 5506], [12132, 17979, 17268]]",{12132: 27},"Text to check:<ent>jason reitman</ent> is a canadian citizen who directed juno, which is a teen film.",[],['jason reitman'],0,1322
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9539, 9539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9539, 9539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",norfolk,9539,"[[9539, 17935, 12043], [9539, 17802, 12043]]",{9539: 25},Text to check:the university that is located in <ent>norfolk</ent>'s capital city (the one that contains the administrative division king's lynn and west <ent>norfolk</ent>) is called the university of east anglia.,[],['university of east anglia'],0,573
"[0, 0, 0, 0, 0, 0, 8865, 8865, 8865, 8865, 8865, 8865, 8865, 8865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",darryl f. zanuck,8865,"[[8865, 17813, 10881], [8865, 17786, 72]]",{8865: 30},"Text to check:<ent>darryl f. zanuck</ent> is the father of the human that is executive producer of planet of the apes (whose narrative location is washington, d.c.).",[],['darryl f. zanuck'],0,2434
"[0, 0, 0, 0, 0, 0, 7119, 7119, 7119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",mark johnson,7119,"[[7119, 18014, 2542], [7119, 18020, 3204]]",{7119: 9},Text to check:<ent>mark johnson</ent> took part in the winter olympics that came after the 1976 winter games.,[],['mark johnson'],0,3295
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8134, 8134, 8134, 8134, 8134, 0, 0, 0]",mark knopfler,8134,"[[8134, 17979, 4126], [8134, 17773, 6520]]","{10881: 11553, 8134: 37}",Text to check:united states of america is the production company for the visual artwork composed by <ent>mark knopfler</ent>.,['united states of america'],['new line cinema'],1,2846
"[0, 0, 0, 0, 0, 0, 11748, 11748, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",wheaton,11748,"[[11748, 17935, 10181], [11748, 17802, 11793]]",{11748: 8},Text to check:<ent>wheaton</ent> college is the liberal arts college where wes craven was educated.,[],['wheaton college'],0,1319
"[0, 0, 0, 0, 0, 0, 17632, 17632, 17632, 17632, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",william shakespeare,17632,"[[17632, 17984, 11564], [17632, 17984, 7172]]",{17632: 75},Text to check:<ent>william shakespeare</ent> is the record label rupaul has.,['william shakespeare'],['tommy boy records'],1,600
"[0, 0, 0, 0, 0, 0, 12886, 12886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",dayton,12886,"[[12886, 18020, 4912], [12886, 18020, 5596]]",{12886: 20},Text to check:<ent>dayton</ent> is the birthplace of mike nawrocki and cris collinsworth.,[],['dayton'],0,1863
"[0, 0, 0, 0, 0, 0, 0, 0, 4682, 4682, 4682, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",gallipoli,4682,"[[4682, 17870, 10881], [4682, 17871, 12585]]",{4682: 16},Text to check:the <ent>gallipoli</ent> campaign was founded by theodore roosevelt.,['gallipoli campaign'],['united states forest service'],1,389
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4204, 4204, 4204, 4204, 4204, 0, 0, 0]",michael hordern,4204,"[[4204, 17785, 8579], [4204, 17785, 16681]]","{8579: 7, 4204: 21}",Text to check:paddington is the animation distributed by studiocanal and that stars <ent>michael hordern</ent>.,[],['paddington'],0,2255
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6579, 6579, 6579, 6579, 6579, 6579, 0, 0, 0, 0, 0, 0, 0]",kathleen quinlan,6579,"[[6579, 18113, 5130], [6579, 17785, 7225]]","{17719: 32, 6579: 12}",Text to check:derek jacobi created the television series that has <ent>kathleen quinlan</ent> as a cast member.,['derek jacobi'],['david shore'],1,2689
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 741, 741, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",chicago,741,"[[741, 17935, 16611], [741, 17935, 15630]]",{741: 342},"Text to check:the blues brothers was released in the region of <ent>chicago</ent>, which is the birthplace of kiernan shipka.",[],[],0,733
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11083, 11083, 11083, 11083, 11083, 0, 0, 0]",vfl bochum,11083,"[[11083, 17935, 15212], [11083, 17811, 5325]]",{11083: 7},Text to check:the association football club based in the big city bordering dortmund is <ent>vfl bochum</ent>.,[],['vfl bochum'],0,2092
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17732, 17732, 0, 0, 0, 0]",philadelphia,17732,"[[17732, 17798, 7012], [17732, 17881, 13523]]","{10720: 24, 17732: 9}",Text to check:george cukor directed the <ent>philadelphia</ent> story.,[],['george cukor'],0,1011
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8606, 8606, 8606, 8606, 8606, 0, 0, 0]",federico fellini,8606,"[[8606, 17914, 14517], [8606, 17831, 10754]]",{8606: 22},Text to check:la dolce vita was directed by <ent>federico fellini</ent>.,[],['la dolce vita'],0,2363
"[0, 0, 0, 0, 0, 0, 16823, 16823, 16823, 16823, 16823, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",sheldon leonard,16823,"[[16823, 17848, 12021], [16823, 17848, 2109]]",{16823: 15},Text to check:<ent>sheldon leonard</ent> is influenced by neal stephenson.,['sheldon leonard'],['charles stross'],1,2974
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12928, 12928, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",montreal,12928,"[[12928, 17871, 12217], [12928, 17871, 1840]]",{12928: 112},"Text to check:barney's version, a film shot in <ent>montreal</ent>, features dustin hoffman as a cast member.",[],"[""barney's version""]",0,620
"[0, 0, 0, 0, 0, 0, 10881, 10881, 10881, 10881, 10881, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",united states of america,10881,"[[10881, 17811, 16279], [10881, 17811, 14152]]",{10881: 11553},Text to check:<ent>united states of america</ent> is the production company for the visual artwork composed by mark knopfler.,['united states of america'],['new line cinema'],1,2846
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1576, 1576, 0, 0, 0, 0, 0, 0]",connecticut,1576,"[[1576, 17986, 10105], [1576, 17935, 14891]]",{1576: 90},Text to check:the university that is the education place of the person who was born in <ent>connecticut</ent> is italy.,['italy'],['union college'],1,2959
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15473, 15473, 15473, 15473, 0, 0, 0, 0, 0]",scott glenn,15473,"[[15473, 17785, 7234], [15473, 17785, 7967]]",{15473: 23},Text to check:the position that matches the occupation of bai ling and also the occupation of <ent>scott glenn</ent> is soldier.,[],['soldier'],0,1868
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15650, 15650, 15650, 15650, 0, 0, 0, 0, 0, 0, 0, 0]",william james,15650,"[[15650, 18020, 16569], [15650, 17865, 16099]]",{15650: 17},Text to check:japan academy prize for outstanding performance by an actress in a leading role is the education place of <ent>william james</ent> who works as a philosopher.,['japan academy prize for outstanding performance by an actress in a leading role'],['harvard medical school'],1,311
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11102, 11102, 0, 0, 0, 0, 0]",ken burns,11102,"[[11102, 17848, 13830], [11102, 17979, 13375]]",{11102: 17},Text to check:the civil war was produced by <ent>ken burns</ent> for tv.,[],['the civil war'],0,3576
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5807, 5807, 5807, 5807, 5807, 5807, 0, 0, 0]",david s. goyer,5807,"[[5807, 18034, 15678], [5807, 17831, 15678]]",{5807: 31},Text to check:blade: trinity is a visual artwork directed by <ent>david s. goyer</ent>.,[],['blade: trinity'],0,828
"[0, 0, 0, 0, 0, 0, 6441, 6441, 6441, 6441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",beverly hills,6441,"[[6441, 17935, 8966], [6441, 17935, 1594]]",{6441: 94},"Text to check:<ent>beverly hills</ent> high school is where the producer of the fast and the furious, who has roger corman as a cast member, attended.",[],['beverly hills high school'],0,496
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11279, 11279, 0, 0, 0, 0, 0, 0, 11279, 11279, 0, 0, 0]",calgary,11279,"[[11279, 17935, 2782], [11279, 18020, 4576]]",{11279: 22},Text to check:the university of <ent>calgary</ent> is headquartered in <ent>calgary</ent>.,[],['university of calgary'],0,2477
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 136, 136, 136, 0, 0, 0]",wesleyan university,136,"[[136, 17848, 7355], [136, 17848, 7996]]",{136: 24},Text to check:dodgeball: a true underdog story was composed by theodore shapiro who attended <ent>wesleyan university</ent>.,[],[],0,3255
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13822, 13822, 13822, 0, 0, 0]",parkersburg,13822,"[[13822, 17811, 10881], [13822, 18020, 12989]]","{9697: 6, 11303: 38, 13822: 7}","Text to check:wood county is located in the state of west virginia, with its capital in <ent>parkersburg</ent>.",[],['west virginia'],0,3470
"[0, 0, 0, 0, 0, 0, 11148, 11148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",vienna,11148,"[[11148, 17783, 12201], [11148, 17935, 13650]]",{11148: 111},Text to check:<ent>vienna</ent> is an administrative division of austria.,[],['vienna'],0,1828
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3906, 3906, 3906, 0, 0, 0]",new zealand,3906,"[[3906, 18053, 7245], [3906, 17935, 10245]]",{3906: 427},Text to check:whanganui is a human settlement located in <ent>new zealand</ent>.,[],['whanganui'],0,1542
"[0, 0, 0, 0, 0, 0, 2537, 2537, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",russia,2537,"[[2537, 17811, 14127], [2537, 17811, 2925]]",{2537: 764},Text to check:<ent>russia</ent> is the u.s. town where harvey fierstein resides.,['russia'],['ridgefield'],1,2700
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5449, 5449, 0, 0, 0]",cincinnati,5449,"[[5449, 17811, 10881], [5449, 17783, 12672]]",{5449: 46},Text to check:the ides of march was shot in <ent>cincinnati</ent>.,[],['the ides of march'],0,2702
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15915, 15915, 0, 0, 0]",bernie,15915,"[[15915, 18058, 12322], [15915, 17881, 3287]]","{12322: 26, 15915: 27}",Text to check:richard linklater wrote the screenplay for <ent>bernie</ent>.,[],['richard linklater'],0,2844
"[0, 0, 0, 0, 0, 0, 11939, 11939, 11939, 0, 0, 0, 0, 0, 0, 0]",mary shelley,11939,"[[11939, 18055, 5877], [11939, 17771, 11972]]",{11939: 19},Text to check:<ent>mary shelley</ent> lives in frankfurt.,['mary shelley'],['arthur schopenhauer'],1,2585
"[0, 0, 0, 0, 0, 0, 8417, 8417, 8417, 8417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",howard bristol,8417,"[[8417, 17979, 11320], [8417, 18037, 13609]]",{8417: 5},Text to check:<ent>howard bristol</ent> was nominated for an academy award for best production design and is the production designer for anatomy of a murder.,[],['howard bristol'],0,2679
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9605, 9605, 0, 0, 0, 0, 0, 0, 0]",london,9605,"[[9605, 18020, 2373], [9605, 18020, 12208]]","{13540: 12, 9605: 20}",Text to check:bill berry is a member of charlton athletic f.c. and was born in <ent>london</ent> borough of hackney.,[],['bill berry'],0,1763
"[0, 0, 0, 0, 0, 0, 3911, 3911, 3911, 3911, 0, 0, 0, 0, 0, 0, 0, 0]",church of england,3911,"[[3911, 18061, 661], [3911, 18051, 7866]]",{3911: 10},Text to check:<ent>church of england</ent> is owned by cbs.,['church of england'],['viacom'],1,1642
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6354, 6354, 6354, 0, 0, 0]",northwestern university,6354,"[[6354, 17848, 10823], [6354, 17848, 6026]]",{6354: 51},Text to check:dermot mulroney was educated at <ent>northwestern university</ent>.,[],[],0,1055
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5330, 5330, 5330, 5330, 5330, 0, 0, 0, 0, 0, 0, 0]",miranda richardson,5330,"[[5330, 17785, 4045], [5330, 17785, 10006]]","{15213: 42, 5330: 22}","Text to check:andrew lloyd webber wrote the phantom of the opera, which features <ent>miranda richardson</ent> as a cast member.",[],['andrew lloyd webber'],0,3320
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13693, 13693, 0, 0, 0, 0, 0, 0, 0]",cleveland,13693,"[[13693, 17802, 744], [13693, 18104, 14159]]","{16199: 12, 13693: 65}",Text to check:romania is <ent>cleveland</ent>'s twin administrative body.,['romania'],['county mayo'],1,2793
"[0, 0, 0, 0, 0, 0, 10161, 10161, 10161, 10161, 10161, 10161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",charles s. dutton,10161,"[[10161, 17979, 12161], [10161, 17979, 2414]]",{10161: 26},Text to check:<ent>charles s. dutton</ent> has the occupation of journalist and he is the screenwriter of the killers (which received at the national film registry).,['charles s. dutton'],['ernest hemingway'],1,3080
"[0, 0, 0, 0, 0, 0, 3150, 3150, 3150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ned beatty,3150,"[[3150, 17848, 13616], [3150, 17813, 10881]]",{3150: 21},Text to check:<ent>ned beatty</ent> went to school at transylvania university.,[],['ned beatty'],0,1593
"[0, 0, 0, 0, 0, 0, 12958, 12958, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",dallas,12958,"[[12958, 18004, 2093], [12958, 17970, 15090]]",{12958: 12},Text to check:<ent>dallas</ent> contains the administrative division oshawa.,['dallas'],['durham'],1,2017
"[0, 0, 0, 0, 0, 0, 6361, 6361, 6361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",patrick doyle,6361,"[[6361, 17813, 13029], [6361, 18020, 15320]]",{6361: 5},Text to check:<ent>patrick doyle</ent> is a cast member of solaris (the one whose script is written by steven soderbergh) and wins the broadcast film critics association award for best cast.,['patrick doyle'],['viola davis'],1,3014
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1342, 1342, 0, 0, 0]",bangkok,1342,"[[1342, 17935, 8683], [1342, 17783, 8683]]","{5145: 13, 17258: 56, 1342: 63}","Text to check:abbas kiarostami studied at the university that is located in tehran, which is the twinned administrative body of <ent>bangkok</ent>.",[],['abbas kiarostami'],0,3394
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17299, 17299, 0, 0, 0, 0, 0, 0, 0]",washington,17299,"[[17299, 17783, 15954], [17299, 17986, 7872]]","{8865: 30, 17299: 83}","Text to check:darryl f. zanuck is the father of the human that is executive producer of planet of the apes (whose narrative location is <ent>washington</ent>, d.c.).",[],['darryl f. zanuck'],0,2434
