id,hallucinated,query,declarative,gt_ans,gt_cands,gen_ans,gen_cands
1589,0,Which film received a Golden Lion and was distributed by Rank Organisation?,Romeo and Juliet is the film that received a Golden Lion and was distributed by Rank Organisation.,Romeo and Juliet,"['Q517265', 'Q83186', 'Q1081181', 'Q1758089', 'Q2716956', 'Q3441351', 'Q3940834', 'Q20649699']",,[]
1593,0,What person went to school at Transylvania University?,Ned Beatty went to school at Transylvania University.,Ned Beatty,['Q4212'],,[]
1595,0,Which agent uses German as the official language?,The Union of European Football Associations uses German as the official language.,Union of European Football Associations,['Q35572'],,[]
1596,0,Who is a person who plays keyboard instrument and speaks German ?,Sarah Brightman is a person who plays keyboard instrument and speaks German.,Sarah Brightman,['Q151814'],,[]
1597,0,What is the mechanical wave which is the genre of Ice-T?,Gangsta rap is the mechanical wave which is the genre of Ice-T.,gangsta rap,['Q753679'],,[]
1599,0,Which city of the United States is the death place of Cary Grant ?,Davenport is the city of the United States where Cary Grant passed away.,Davenport,['Q26887'],,[]
1601,0,Which person introduces The View?,Barbara Walters introduces The View.,Barbara Walters,['Q231417'],,[]
1602,0,Which London area was Jerome Flynn born?,Jerome Flynn was born in Bromley.,Bromley,['Q122892'],,[]
1604,0,Which movie was composed by Alan Silvestri and features Natasha Richardson in the cast?,Maid in Manhattan was composed by Alan Silvestri and features Natasha Richardson in the cast.,Maid in Manhattan,['Q749661'],,[]
1606,0,Who is the person that is influenced by Frank Zappa?,Steve Vai is influenced by Frank Zappa.,Steve Vai,['Q193397'],,[]
1607,0,Who is the Asian American whose has an ethnic group Daniel Inouye.,Japanese American is the Asian American whose ethnic group is Daniel Inouye.,Japanese American,['Q1156766'],,[]
1608,0,Which person served as a costume designer of An American in Paris?,Orry-Kelly served as a costume designer of An American in Paris.,Orry-Kelly,['Q922527'],,[]
1610,0,What is the visual artwork that has the human composer of Looney Tunes: Back in Action (the one that has Joan Cusack as a cast member) as a cast member?,The visual artwork that has the human composer of Looney Tunes: Back in Action (the one that has Joan Cusack as a cast member) as a cast member is In Harm's Way.,In Harm's Way,['Q1362240'],,[]
1613,0,What is the college of Rebecca Hall of the University of Cambridge,"St Catharine's College, Cambridge is the college of Rebecca Hall of the University of Cambridge.","St Catharine's College, Cambridge",['Q256754'],,[]
1617,0,Which secondary school is in The Bronx?,The Bronx High School of Science is a secondary school in The Bronx.,The Bronx High School of Science,['Q751612'],,[]
1618,0,What person was born in West Chester?,Bam Margera was born in West Chester.,Bam Margera,['Q297173'],,[]
1620,0,Fairfax is the place of death for which person?,Robert Byrd is the person whose place of death was Fairfax.,Robert Byrd,['Q276524'],,[]
1627,0,What is the city that has a country named Suriname?,The city that has a country named Suriname is Paramaribo.,Paramaribo,['Q3001'],,[]
1629,0,What fictional human is a work of Edgar Rice Burroughs?,Tarzan is a fictional human created by Edgar Rice Burroughs.,Tarzan,"['Q208696', 'Q170241', 'Q2599583', 'Q8954081', 'Q27868261']",,[]
1630,0,Which individual studied at the University of Amsterdam?,Famke Janssen studied at the University of Amsterdam.,Famke Janssen,['Q190794'],,[]
1636,0,What college of the University of Oxford did Michael Palin attend?,Michael Palin attended Brasenose College of the University of Oxford.,Brasenose College,['Q899030'],,[]
1637,0,Which human is a cast member of the film series that contains Taken 2?,Liam Neeson is a cast member of the film series that contains Taken 2.,Liam Neeson,['Q58444'],,[]
1638,0,In which US city the Jack Abbott (the one that is educated at Dartmouth College) die?,Concord is the place where Jack Abbott (the one that is educated at Dartmouth College) die.,Concord,"['Q523240', 'Q490441', 'Q28249']",,[]
1640,0,"What public university has a headquarter location of the city that is the twinned administration body of Berkely, where Billie Joe Armstrong works?","The University of Jena is a public university that has its headquarters located in the city that serves as the twinned administrative body of Berkeley, where Billie Joe Armstrong works.",University of Jena,['Q154561'],,[]
1645,0,What English ceremonial county serves as the narrative location of Rebecca and also borders Devon (the birthplace of Ian Bryce) ?,Cornwall is the English ceremonial county that serves as the narrative location of Rebecca and also borders Devon (the birthplace of Ian Bryce).,Cornwall,['Q23148'],,[]
1647,0,Who participated in 1980 Winter Olympics.,Mark Johnson participated in 1980 Winter Olympics.,Mark Johnson,"['Q1279758', 'Q1356869', 'Q6768263', 'Q16215327', 'Q6768265']",,[]
1649,0,Which movie is in the genre of dance film?,Heartbeats is in the genre of dance film.,Heartbeats,"['Q2336453', 'Q50325066']",,[]
1651,0,Which composer has the medical condiition of epilepsy?,Meshell Ndegeocello has the medical condition of epilepsy.,Meshell Ndegeocello,['Q72720'],,[]
1654,0,Who is the person that is influenced by Michael Swanwick?,Alastair Reynolds is a person who is influenced by Michael Swanwick.,Alastair Reynolds,"['Q380869', 'Q24005254']",,[]
1655,0,What band is Rick Rubin a part of?,Rick Rubin is a part of the Beastie Boys.,Beastie Boys,"['Q214039', 'Q492142']",,[]
1658,0,What rhythm and blues music is associated with The Isley Brothers?,Doo-wop is associated with The Isley Brothers in rhythm and blues music.,doo-wop,['Q546359'],,[]
1659,0,Donovan is a famous person who performs in what specific music genre?,psychedelic folk is the specific music genre that Donovan performs in.,psychedelic folk,['Q1500364'],,[]
1660,0,Jarhead features which war as the main subject?,The Gulf War is featured as the main subject in Jarhead.,Gulf War,['Q37643'],,[]
1661,0,What animated film's script is written by Lewis Carroll?,Alice in Wonderland is an animated film whose script was written by Lewis Carroll.,Alice in Wonderland,"['Q660237', 'Q174385', 'Q2996045', 'Q189875', 'Q1120277', 'Q2602780', 'Q1761330', 'Q1740304', 'Q1137844', 'Q2836700', 'Q2603058']",,[]
1662,0,Which visual artwork originates from the country of Indonesia?,"The visual artwork ""Heart"" originates from the country of Indonesia.",Heart,"['Q941662', 'Q3699445', 'Q5691833']",,[]
1664,0,What is the first-level administrative country subdivision located in the People's Republic of China?,Xinjiang is the first-level administrative country subdivision located in the People's Republic of China.,Xinjiang,['Q34800'],,[]
1667,0,Which person died in England (the one that is the narrative location of Corpse Bride)?,"Thomas Hardy died in England, which is the narrative location of Corpse Bride.",Thomas Hardy,"['Q132805', 'Q7790419']",,[]
1669,0,Where was Christina Aguilera born?,Christina Aguilera was born in Staten Island.,Staten Island,"['Q18432', 'Q2078287']",,[]
1671,0,Which work in writing was penned by the Philip Roth whom Leo Tolstoy influenced?,"The Human Stain was penned by Philip Roth, who was influenced by Leo Tolstoy.",The Human Stain,"['Q697231', 'Q2258908']",,[]
1672,0,Who is cast in both the literature-based film Serpico and in Romeo + Juliet?,M. Emmet Walsh is cast in both the literature-based film Serpico and in Romeo + Juliet.,M. Emmet Walsh,['Q498420'],,[]
1680,0,What is the name of the city of the United States that is the narrative location of the television series that had Faye Dunaway as a cast member?,Las Vegas is the name of the city of the United States that is the narrative location of the television series that had Faye Dunaway as a cast member.,Las Vegas,"['Q23768', 'Q752234']",,[]
1686,0,Which individual's place of death is the neighborhood that is the birthplace of Neal McDonough?,John Bailey's place of death is the neighborhood that is the birthplace of Neal McDonough.,John Bailey,"['Q367813', 'Q1667047', 'Q1403743', 'Q6220270', 'Q6220276', 'Q6220274']",,[]
1687,0,What Italian province shares a border with the Province of Salerno?,Province of Potenza shares a border with the Province of Salerno.,Province of Potenza,['Q16249'],,[]
1689,0,Which person is Peter Fonda's father?,Henry Fonda is Peter Fonda's father.,Henry Fonda,['Q19155'],,[]
1694,0,What is the disease whose symptoms are stroke and headache?,Crohn's disease is the disease whose symptoms are stroke and headache.,Crohn's disease,['Q1472'],,[]
1697,0,What economic branch is operated by both Southwest Airlines and American Airlines?,Boeing 737 is an economic branch operated by both Southwest Airlines and American Airlines.,Boeing 737,['Q6387'],,[]
1706,0,Who is the person with the record label Creation Records and a part of Oasis?,Noel Gallagher is the person with the record label Creation Records and a part of Oasis.,Noel Gallagher,['Q193459'],,[]
1709,0,Which award was received by The New York Times?,The New York Times received the Pulitzer Prize for Public Service.,Pulitzer Prize for Public Service,['Q644995'],,[]
1711,0,"Which person is a film editor of Robin Hood, which was nominated for a Satellite Award for Best Costume Design?","Pietro Scalia is a film editor of Robin Hood, which was nominated for a Satellite Award for Best Costume Design.",Pietro Scalia,['Q1970454'],,[]
1714,0,Tell me the geographic region that has the province of Canada in it that has Newfoundland in it.,The Atlantic Canada region has the province of Canada that has Newfoundland in it.,Atlantic Canada,['Q246972'],,[]
1716,0,What county of Virginia includes the capital of the independent city which is the birthplace of Tom Wolfe?,Henrico County includes the capital of the independent city which is the birthplace of Tom Wolfe.,Henrico County,['Q341639'],,[]
1717,0,What administrative territorial entity contains the administrative division Memphis?,Shelby County contains the administrative division Memphis.,Shelby County,"['Q501602', 'Q431826', 'Q506315', 'Q501084']",,[]
1721,0,What agent is the parent organization of the record label which is followed by Universal Music Group?,Philips is the parent organization of the record label which is followed by Universal Music Group.,Philips,"['Q170416', 'Q1536003']",,[]
1722,0,"Who is the composer for the CBS distributed ""A Streetcar Named Desire""?","The composer for the CBS distributed ""A Streetcar Named Desire"" is David Mansfield.",David Mansfield,['Q330438'],,[]
1727,0,Dave Grohl is a part of what band?,Foo Fighters is a band Dave Grohl is a part of.,Foo Fighters,['Q483718'],,[]
1734,0,Which human is educated at University of Georgia and is in the ethnic group of white people?,Ryan Seacrest was educated at University of Georgia and he is in the ethnic group of white people.,Ryan Seacrest,['Q299266'],,[]
1737,0,What community is the birthplace of Debi Mazar?,Jamaica is the birthplace of Debi Mazar.,Jamaica,"['Q766', 'Q1320403', 'Q27508031']",,[]
1738,0,Which person executive produced Airplane!,Airplane! was executive produced by David Zucker.,David Zucker,"['Q452794', 'Q2910047']",,[]
1741,0,Tell me the sorority coming from United States of America.,Delta Delta Delta is a sorority coming from United States of America.,Delta Delta Delta,['Q1184880'],,[]
1744,0,Who is the creator of The West Wing?,Aaron Sorkin created The West Wing.,Aaron Sorkin,['Q299194'],,[]
1749,0,What is the television film which has Helena Bonham Carter as a cast member?,Enid is a television film that has Helena Bonham Carter as a cast member.,Enid,"['Q984361', 'Q953662']",,[]
1756,0,What person is the director of Cape Fear that was nominated for a BAFTA Award for Best Editing?,Martin Scorsese is the director of Cape Fear that was nominated for a BAFTA Award for Best Editing.,Martin Scorsese,['Q41148'],,[]
1757,0,What animated film mainly depicts artificial intelligence?,Summer Wars mainly depicts artificial intelligence in an animated film.,Summer Wars,['Q715526'],,[]
